"","xG","Date","PlayerId","TeamId","HomeTeam","AwayTeam","timeMin","timeSec","x","y","angle","distance","Type_of_play","relatedPlayerId","GamestateOne","GamestateTwo","Bodypart","isGoal","isBigChance","isIntentionalAssist","isAssistedShot","isOwnGoal","expandedMinute","Goal","Time_in_sec","Gamestate"
"1",0.0533139370381832,"2025-09-05T18:32:23.481Z","G. Prior","Manchester City WFC","Chelsea FC Women","Manchester City WFC",1,52,88.9,56.8,27.2456621233906,12.5387559590256,"SetPiece","Y. Hasegawa","Draw","Draw","Head",FALSE,"No","Yes","Yes",FALSE,1,0,112,"Draw"
"2",0.0857033357024193,"2025-09-05T18:33:15.121Z","K. Shaw","Manchester City WFC","Chelsea FC Women","Manchester City WFC",2,44,87.2,64,18.8218622983273,16.4700941102351,"RegularPlay","V. Miedema","Draw","Draw","RightFoot",FALSE,"No","Yes","Yes",FALSE,2,0,164,"Draw"
"3",0.0447715520858765,"2025-09-05T18:38:21.036Z","M. Hamano","Chelsea FC Women","Chelsea FC Women","Manchester City WFC",7,50,80.6,66.2,14.2238576780805,23.157917782046,"FromCorner",NA,"Draw","Draw","RightFoot",FALSE,"No","No","No",FALSE,7,0,470,"Draw"
"4",0.071832187473774,"2025-09-05T18:39:26.544Z","K. Walsh","Chelsea FC Women","Chelsea FC Women","Manchester City WFC",8,55,81.5,51,18.7038202591928,19.4368985437492,"FromCorner",NA,"Draw","Draw","RightFoot",FALSE,"No","No","No",FALSE,8,0,535,"Draw"
"5",0.101616479456425,"2025-09-05T18:48:03.517Z","S. Baltimore","Chelsea FC Women","Chelsea FC Women","Manchester City WFC",17,32,88.4,53.6,28.5254266710821,12.4235705012689,"RegularPlay","E. Carpenter","Draw","Draw","RightFoot",FALSE,"No","Yes","Yes",FALSE,17,0,1052,"Draw"
"6",0.431971997022629,"2025-09-05T19:01:07.688Z","A. Beever-Jones","Chelsea FC Women","Chelsea FC Women","Manchester City WFC",30,36,92.5,49.2,44.1118052216534,7.89376722484265,"RegularPlay","E. Carpenter","Draw","Draw","LeftFoot",TRUE,"Yes","Yes","Yes",FALSE,30,1,1836,"Draw"
"7",0.324251234531403,"2025-09-05T19:02:34.144Z","K. Shaw","Manchester City WFC","Chelsea FC Women","Manchester City WFC",32,3,92.7,62.4,23.4903837181448,11.3952116698199,"RegularPlay",NA,"Leading","Trailing","RightFoot",FALSE,"Yes","No","No",FALSE,32,0,1923,"Trailing"
"8",0.032475009560585,"2025-09-05T19:05:47.623Z","A. Greenwood","Manchester City WFC","Chelsea FC Women","Manchester City WFC",35,16,75,29.5,11.1249788279701,29.7218118559418,"DirectFreekick",NA,"Leading","Trailing","LeftFoot",FALSE,"No","No","No",FALSE,35,0,2116,"Trailing"
"9",0.0335110388696194,"2025-09-05T19:15:10.125Z","Y. Hasegawa","Manchester City WFC","Chelsea FC Women","Manchester City WFC",44,39,82.1,72,12.435490387794,24.0219404919753,"RegularPlay","V. Miedema","Leading","Trailing","RightFoot",FALSE,"No","Yes","Yes",FALSE,44,0,2679,"Trailing"
"10",0.0406722351908684,"2025-09-05T19:17:48.476Z","V. Miedema","Manchester City WFC","Chelsea FC Women","Manchester City WFC",47,17,74.6,58.7,13.1223442706197,27.318271468012,"RegularPlay",NA,"Leading","Trailing","RightFoot",FALSE,"No","No","No",FALSE,47,0,2837,"Trailing"
